477339000003704367;Interaction;2023-01-31 15:32:03 +0100 CET
477339000003704367;Potential (obsolete);2023-01-16 10:31:01 +0100 CET
477339000003704849;Interaction;2023-01-31 15:31:14 +0100 CET
477339000003704849;Potential (obsolete);2023-01-16 13:38:41 +0100 CET
477339000003704999;Lost;2023-06-13 16:38:12 +0200 CEST
477339000003704999;Interaction;2023-01-31 15:28:30 +0100 CET
477339000003704999;Potential (obsolete);2023-01-16 15:54:52 +0100 CET
477339000003706025;Prospect;2023-01-31 15:14:06 +0100 CET
477339000003706025;Potential (obsolete);2023-01-16 16:00:01 +0100 CET
477339000003706075;Interaction;2023-01-31 15:16:52 +0100 CET
477339000003706075;Potential (obsolete);2023-01-16 16:07:30 +0100 CET
477339000003706188;Rejected;2023-06-12 15:22:09 +0200 CEST
477339000003706188;Interaction;2023-01-31 15:17:52 +0100 CET
477339000003706188;Potential (obsolete);2023-01-16 16:35:59 +0100 CET
477339000003710063;Prospect;2023-01-31 15:07:12 +0100 CET
477339000003710063;Potential (obsolete);2023-01-17 14:59:56 +0100 CET
477339000003710077;Contract sent;2023-02-20 09:41:51 +0100 CET
477339000003710077;Answer yes sent;2023-02-14 09:44:23 +0100 CET
477339000003710077;Interview done;2023-02-11 18:35:30 +0100 CET
477339000003710077;Meeting scheduled;2023-01-31 15:26:14 +0100 CET
477339000003710077;Interaction;2023-01-31 15:06:12 +0100 CET
477339000003710077;Gamed passed;2023-01-25 10:43:15 +0100 CET
477339000003710077;Potential (obsolete);2023-01-17 15:00:30 +0100 CET
477339000003710106;Interaction;2023-01-31 15:10:09 +0100 CET
477339000003710106;Gamed passed;2023-01-17 15:02:01 +0100 CET
477339000003710106;Potential (obsolete);2023-01-17 15:01:47 +0100 CET
477339000003710150;Interaction;2023-01-31 17:08:07 +0100 CET
477339000003710150;Gamed passed;2023-01-18 12:00:16 +0100 CET
477339000003710150;Potential (obsolete);2023-01-17 15:05:23 +0100 CET
477339000003710205;Lost;2023-03-15 19:21:45 +0100 CET
477339000003710205;Prospect;2023-01-31 15:11:00 +0100 CET
477339000003710205;Potential (obsolete);2023-01-17 15:10:51 +0100 CET
477339000003710260;Registered (paid);2023-04-26 12:21:00 +0200 CEST
477339000003710260;Contract sent;2023-03-17 09:49:14 +0100 CET
477339000003710260;Answer yes sent;2023-03-02 17:14:38 +0100 CET
477339000003710260;Meeting scheduled;2023-03-02 19:24:32 +0100 CET
477339000003710260;Interview done;2023-03-01 18:55:16 +0100 CET
477339000003710260;Interview scheduled;2023-02-15 14:15:42 +0100 CET
477339000003710260;Gamed passed;2023-02-11 13:47:05 +0100 CET
477339000003710260;Interaction;2023-01-31 15:18:30 +0100 CET
477339000003710260;Potential (obsolete);2023-01-17 15:17:49 +0100 CET
477339000003710288;Interaction;2023-01-31 15:19:04 +0100 CET
477339000003710288;Gamed passed;2023-01-17 15:27:22 +0100 CET
477339000003710314;Prospect;2023-01-31 15:19:31 +0100 CET
477339000003710314;Potential (obsolete);2023-01-17 15:28:57 +0100 CET
477339000003710340;Prospect;2023-01-31 15:20:16 +0100 CET
477339000003710340;Gamed passed;2023-01-17 15:30:43 +0100 CET
477339000003710340;Potential (obsolete);2023-01-17 15:30:31 +0100 CET
477339000003710372;Registered (paid);2023-06-23 14:19:19 +0200 CEST
477339000003710372;Waiting List;2023-05-10 11:01:23 +0200 CEST
477339000003710372;Contract sent;2023-04-24 15:31:40 +0200 CEST
477339000003710372;Interview done;2023-03-08 15:00:27 +0100 CET
477339000003710372;Answer yes sent;2023-03-08 17:24:19 +0100 CET
477339000003710372;Meeting scheduled;2023-03-02 19:28:35 +0100 CET
477339000003710372;Interview scheduled;2023-03-01 15:55:45 +0100 CET
477339000003710372;Gamed passed;2023-02-11 13:51:54 +0100 CET
477339000003710372;Meeting scheduled;2023-01-31 15:25:08 +0100 CET
477339000003710372;Gamed passed;2023-01-17 15:32:07 +0100 CET
477339000003710398;Lost;2023-03-06 17:18:34 +0100 CET
477339000003710398;Interaction;2023-01-31 15:26:56 +0100 CET
477339000003710398;Potential (obsolete);2023-01-17 15:39:45 +0100 CET
477339000003710424;Prospect;2023-01-31 15:27:20 +0100 CET
477339000003710424;Potential (obsolete);2023-01-17 15:41:46 +0100 CET
477339000003710441;Prospect;2023-01-31 15:27:45 +0100 CET
477339000003710441;Potential (obsolete);2023-01-17 15:42:54 +0100 CET
477339000003710467;Lost;2023-06-13 16:34:17 +0200 CEST
477339000003710467;Interaction;2023-01-31 15:32:25 +0100 CET
477339000003710467;Potential (obsolete);2023-01-17 15:51:26 +0100 CET
477339000003710530;Rejected;2023-01-31 15:33:36 +0100 CET
477339000003710530;Prospect;2023-01-31 15:32:46 +0100 CET
477339000003710530;Potential (obsolete);2023-01-17 16:49:50 +0100 CET
477339000003710556;Prospect;2023-01-31 15:34:38 +0100 CET
477339000003710556;Gamed passed;2023-01-17 16:59:26 +0100 CET
477339000003721001;Lost;2023-01-18 10:15:10 +0100 CET
477339000003721001;Gamed passed;2023-01-18 10:00:10 +0100 CET
477339000003721100;Prospect;2023-01-31 15:47:00 +0100 CET
477339000003721100;Potential (obsolete);2023-01-18 14:34:45 +0100 CET
477339000003721126;Prospect;2023-01-31 15:46:41 +0100 CET
477339000003721126;Potential (obsolete);2023-01-18 14:36:34 +0100 CET
477339000003721152;Prospect;2023-01-31 15:46:22 +0100 CET
477339000003721152;Potential (obsolete);2023-01-18 14:38:16 +0100 CET
477339000003721178;Prospect;2023-01-31 15:45:58 +0100 CET
477339000003721178;Potential (obsolete);2023-01-20 16:17:59 +0100 CET
477339000003721178;Gamed passed;2023-01-18 14:40:52 +0100 CET
477339000003733069;Prospect;2023-01-31 15:44:53 +0100 CET
477339000003733069;Gamed passed;2023-01-18 14:54:13 +0100 CET
477339000003733095;Prospect;2023-01-31 15:44:20 +0100 CET
477339000003733095;Potential (obsolete);2023-01-18 14:55:46 +0100 CET
477339000003733121;Lost;2023-03-20 15:48:58 +0100 CET
477339000003733121;Interaction;2023-01-31 15:44:04 +0100 CET
477339000003733121;Gamed passed;2023-01-18 14:57:59 +0100 CET
477339000003733153;Waiting List;2023-05-10 11:01:34 +0200 CEST
477339000003733153;Contract sent;2023-05-02 15:58:34 +0200 CEST
477339000003733153;Interview done;2023-03-09 15:20:10 +0100 CET
477339000003733153;Answer yes sent;2023-03-09 16:07:11 +0100 CET
477339000003733153;Interview scheduled;2023-03-08 19:28:38 +0100 CET
477339000003733153;Gamed passed;2023-03-08 19:09:07 +0100 CET
477339000003733153;Interaction;2023-01-31 15:43:41 +0100 CET
477339000003733153;Potential (obsolete);2023-01-18 15:12:22 +0100 CET
477339000003733215;Prospect;2023-01-31 15:35:45 +0100 CET
477339000003733215;Potential (obsolete);2023-01-18 15:20:13 +0100 CET
477339000003733253;Prospect;2023-01-31 15:35:28 +0100 CET
477339000003733253;Potential (obsolete);2023-01-20 12:05:14 +0100 CET
477339000003733253;Gamed passed;2023-01-18 15:24:16 +0100 CET
477339000003733253;Potential (obsolete);2023-01-18 15:23:52 +0100 CET
477339000003733285;Prospect;2023-01-31 15:35:04 +0100 CET
477339000003733285;Potential (obsolete);2023-01-18 15:25:48 +0100 CET
477339000003733387;Prospect;2023-01-31 15:05:12 +0100 CET
477339000003733387;Gamed passed;2023-01-18 15:58:07 +0100 CET
477339000003733387;Potential (obsolete);2023-01-18 15:57:53 +0100 CET
477339000003755083;Rejected;2023-01-31 15:02:23 +0100 CET
477339000003755083;Potential (obsolete);2023-01-19 10:28:42 +0100 CET
477339000003755094;Rejected;2023-01-31 15:00:35 +0100 CET
477339000003755094;Gamed passed;2023-01-19 10:29:12 +0100 CET
477339000003755161;Prospect;2023-01-31 15:04:28 +0100 CET
477339000003755161;Potential (obsolete);2023-01-19 10:44:27 +0100 CET
477339000003755212;Interaction;2023-01-31 15:08:43 +0100 CET
477339000003755212;Potential (obsolete);2023-01-19 11:00:54 +0100 CET
477339000003755377;Prospect;2023-01-31 15:13:19 +0100 CET
477339000003755377;Potential (obsolete);2023-01-19 12:18:57 +0100 CET
477339000003760033;Prospect;2023-01-31 15:29:00 +0100 CET
477339000003760033;Potential (obsolete);2023-01-19 15:05:06 +0100 CET
477339000003800066;Interaction;2023-01-31 14:58:11 +0100 CET
477339000003800066;Potential (obsolete);2023-01-20 09:54:46 +0100 CET
477339000003814070;Prospect;2023-01-31 14:57:42 +0100 CET
477339000003814070;Potential (obsolete);2023-01-20 11:29:19 +0100 CET
477339000003831227;Prospect;2023-01-31 15:45:11 +0100 CET
477339000003831227;Gamed passed;2023-01-20 11:34:28 +0100 CET
477339000003831319;Lost;2023-05-10 16:16:51 +0200 CEST
477339000003831319;Interaction;2023-01-31 15:47:43 +0100 CET
477339000003831319;Gamed passed;2023-01-20 11:58:41 +0100 CET
477339000003831355;Prospect;2023-01-31 15:36:34 +0100 CET
477339000003831355;Potential (obsolete);2023-01-20 12:04:18 +0100 CET
477339000003831385;Prospect;2023-01-31 15:47:21 +0100 CET
477339000003831385;Potential (obsolete);2023-01-20 12:09:00 +0100 CET
477339000003835006;Prospect;2023-01-31 14:50:14 +0100 CET
477339000003835006;Potential (obsolete);2023-01-20 14:44:04 +0100 CET
477339000003835035;Prospect;2023-01-31 14:49:24 +0100 CET
477339000003835035;Potential (obsolete);2023-01-21 12:28:12 +0100 CET
477339000003840006;Prospect;2023-01-31 14:55:56 +0100 CET
477339000003840006;Potential (obsolete);2023-01-21 10:37:29 +0100 CET
477339000003842268;Prospect;2023-01-31 15:45:31 +0100 CET
477339000003842268;Potential (obsolete);2023-01-20 17:04:33 +0100 CET
477339000003872287;Lost;2023-01-27 17:25:56 +0100 CET
477339000003872287;Potential (obsolete);2023-01-23 16:56:32 +0100 CET
477339000003872313;Interaction;2023-01-31 14:48:23 +0100 CET
477339000003872313;Potential (obsolete);2023-01-23 16:57:06 +0100 CET
477339000003872339;Prospect;2023-01-31 14:56:52 +0100 CET
477339000003872339;Potential (obsolete);2023-01-23 16:57:47 +0100 CET
477339000003872395;Prospect;2023-01-31 14:55:38 +0100 CET
477339000003872395;Potential (obsolete);2023-01-23 17:00:03 +0100 CET
477339000003872539;Prospect;2023-01-31 14:50:35 +0100 CET
477339000003872539;Potential (obsolete);2023-01-23 17:06:15 +0100 CET
477339000003872621;Prospect;2023-01-31 14:56:23 +0100 CET
477339000003872621;Potential (obsolete);2023-01-23 17:09:46 +0100 CET
477339000003882049;Waiting List;2023-05-25 10:46:13 +0200 CEST
477339000003882049;Contract sent;2023-03-29 12:37:05 +0200 CEST
477339000003882049;Interview done;2023-03-22 14:31:47 +0100 CET
477339000003882049;Answer yes sent;2023-03-22 17:53:45 +0100 CET
477339000003882049;Interview scheduled;2023-03-17 09:01:15 +0100 CET
477339000003882049;Gamed passed;2023-03-15 18:28:34 +0100 CET
477339000003882049;Gamed passed;2023-02-11 15:59:56 +0100 CET
477339000003882049;Meeting scheduled;2023-02-11 18:22:57 +0100 CET
477339000003882049;Meeting scheduled;2023-02-02 15:26:20 +0100 CET
477339000003882049;Interaction;2023-01-31 14:55:09 +0100 CET
477339000003882049;Potential (obsolete);2023-01-24 09:24:24 +0100 CET
477339000003882166;Lost;2023-01-24 14:16:41 +0100 CET
477339000003882166;Potential (obsolete);2023-01-24 13:54:42 +0100 CET
477339000003897031;Prospect;2023-01-31 14:46:19 +0100 CET
477339000003897031;Potential (obsolete);2023-01-27 13:58:09 +0100 CET
477339000003906051;Prospect;2023-01-31 14:46:43 +0100 CET
477339000003906051;Potential (obsolete);2023-01-28 10:50:10 +0100 CET
477339000003906067;Prospect;2023-01-31 14:47:28 +0100 CET
477339000003906067;Potential (obsolete);2023-01-28 12:51:33 +0100 CET
477339000003907049;Lost;2023-06-20 14:52:39 +0200 CEST
477339000003907049;Interaction;2023-02-16 12:09:34 +0100 CET
477339000003907049;Prospect;2023-01-31 14:47:10 +0100 CET
477339000003907049;Potential (obsolete);2023-01-26 17:55:51 +0100 CET
477339000003914041;Prospect;2023-01-31 14:47:46 +0100 CET
477339000003914041;Potential (obsolete);2023-01-27 15:49:13 +0100 CET
477339000003927094;Prospect;2023-01-31 17:06:45 +0100 CET
477339000003927094;Gamed passed;2023-01-26 16:12:38 +0100 CET
477339000003927108;Prospect;2023-01-31 17:06:12 +0100 CET
477339000003927108;Gamed passed;2023-01-26 16:20:02 +0100 CET
477339000003927119;Interaction;2023-02-16 09:30:09 +0100 CET
477339000003927119;Prospect;2023-01-31 17:01:55 +0100 CET
477339000003927119;Potential (obsolete);2023-01-26 16:51:25 +0100 CET
477339000003927147;Prospect;2023-01-31 17:01:29 +0100 CET
477339000003927147;Potential (obsolete);2023-01-26 17:49:24 +0100 CET
477339000004005022;Prospect;2023-01-30 17:49:39 +0100 CET
477339000004029351;Prospect;2023-02-01 15:04:02 +0100 CET
477339000004030404;Prospect;2023-02-01 16:04:01 +0100 CET
477339000004031170;Prospect;2023-01-31 16:51:22 +0100 CET
477339000004036156;Prospect;2023-01-31 22:04:00 +0100 CET
477339000004036290;Prospect;2023-02-01 11:04:01 +0100 CET
477339000004041051;Lost;2023-04-27 11:16:27 +0200 CEST
477339000004041051;Gamed passed;2023-02-01 17:49:01 +0100 CET
477339000004041051;Meeting scheduled;2023-02-01 09:17:17 +0100 CET
477339000004041051;Interaction;2023-01-31 11:21:28 +0100 CET
477339000004041062;Prospect;2023-01-31 11:22:28 +0100 CET
477339000004060519;Registered (paid);2023-05-09 08:28:32 +0200 CEST
477339000004060519;Contract received;2023-05-05 11:04:39 +0200 CEST
477339000004060519;Contract sent;2023-02-20 09:39:14 +0100 CET
477339000004060519;Answer yes sent;2023-02-14 09:41:59 +0100 CET
477339000004060519;Interview done;2023-02-10 17:58:14 +0100 CET
477339000004060519;Interview scheduled;2023-02-06 10:13:07 +0100 CET
477339000004060519;Gamed passed;2023-02-06 10:13:02 +0100 CET
